time,SM_forecast,SM_forecast_LEAR,SM_cleared,BM_Up_cleared,BM_Down_cleared,reg_cleared,reg_forecast,reg_forecast_DNN,reg_forecast_LEAR,reg_vol_Up,reg_vol_Down,
1/1/2021 0:00,42.17660141,48.72213508,50.87,50.87,18.5,50.87,34.14935684,34.14935684,42.5172766,0,-12,38.29
1/1/2021 1:00,37.93249893,43.31349093,48.19,48.19,48.19,48.19,29.83632278,29.83632278,35.89498936,0,0,49.08
1/1/2021 2:00,37.91158676,39.25266074,44.68,44.68,44.68,44.68,22.77671432,22.77671432,31.81849906,0,0,49.6
1/1/2021 3:00,35.90790558,34.88292955,42.92,42.92,42.92,42.92,19.39171028,19.39171028,23.8687065,0,0,26.63
1/1/2021 4:00,36.38319397,34.31961757,40.39,40.39,40.39,40.39,20.46970749,20.46970749,21.2590536,0,0,36.5
1/1/2021 5:00,33.41818619,34.75346409,40.2,40.2,40.2,40.2,15.67956829,15.67956829,20.31299574,0,0,38.32
1/1/2021 6:00,36.1085968,35.62368242,39.63,39.63,39.63,39.63,18.1728344,18.1728344,23.96924484,0,0,38.64
1/1/2021 7:00,38.6846199,39.515195,40.09,40.09,40.09,40.09,17.90653038,17.90653038,26.12783638,0,0,43.59
1/1/2021 8:00,44.23320007,45.59570391,41.27,41.27,41.27,41.27,26.81865501,26.81865501,32.62456177,0,0,27.23
1/1/2021 9:00,43.11187363,44.91844252,44.88,44.88,21,21,30.4645462,30.4645462,31.79575336,0,-139,44.46
1/1/2021 10:00,44.59332657,44.36529379,45,45,24,24,29.76221275,29.76221275,29.21140023,0,-93,52.38
1/1/2021 11:00,47.33420563,50.98280096,47.2,47.2,23,23,25.90480995,25.90480995,32.98500404,0,-168,38.65
1/1/2021 12:00,47.04083633,47.8301715,50.78,50.78,29.37,29.37,22.08579063,22.08579063,30.70816304,0,-171,40.03
1/1/2021 13:00,43.9211731,47.32439941,45.49,45.49,30.39,30.39,20.3573761,20.3573761,31.35405357,0,-126,40.09
1/1/2021 14:00,43.79853439,48.41727239,44.73,44.73,30.77,30.77,16.81524849,16.81524849,31.90750507,0,-125,41.88
1/1/2021 15:00,45.45315933,53.0757471,46.59,47.66,46.59,47.66,16.81806374,16.81806374,38.44199,63,0,54.31
1/1/2021 16:00,46.02925873,54.82518809,52.99,78.12,52.99,78.12,21.38341331,21.38341331,39.29152997,125,0,62.29
1/1/2021 17:00,56.27674866,61.48068889,60.26,67.2,60.26,67.2,38.23028946,38.23028946,43.02102704,73,0,63.12
1/1/2021 18:00,60.73233414,60.28994769,60.61,60.61,60.61,60.61,38.67499924,38.67499924,47.02436932,0,0,64.07
1/1/2021 19:00,56.35572433,56.84558202,60.36,60.36,60.36,60.36,45.35581207,45.35581207,46.54576114,0,0,56.5
1/1/2021 20:00,51.25645447,46.87000845,57.4,67.06,57.4,67.06,41.9461937,41.9461937,39.76513573,128,0,52.91
1/1/2021 21:00,44.84408569,45.6375267,53.86,79.18,53.86,79.18,38.21749115,38.21749115,32.84730845,150,0,45.12
1/1/2021 22:00,43.4056778,43.9025135,53.45,99.13,53.45,99.13,35.14746094,35.14746094,27.63783056,287,0,63.94
1/1/2021 23:00,41.52394485,50.95208495,49.72,107.52,49.72,107.52,32.37561035,32.37561035,24.59139486,346,0,49.94
1/2/2021 0:00,39.70462418,44.96271228,46.69,60.48,46.69,60.48,37.13125229,37.13125229,38.58473137,68,0,35.45
1/2/2021 1:00,34.58766174,42.04833569,42.43,67.2,42.43,67.2,34.24129105,34.24129105,32.71505921,103,0,40.75
1/2/2021 2:00,35.00106049,37.99159363,41.09,59.13,41.09,59.13,35.23864365,35.23864365,29.49241696,98,0,59.31
1/2/2021 3:00,32.0447998,36.14529973,40,55.99,40,55.99,35.92969894,35.92969894,26.09283237,50,0,42.17
1/2/2021 4:00,33.88393784,36.92535142,37.55,55.22,37.55,55.22,39.53722382,39.53722382,25.8270493,54,0,31.62
1/2/2021 5:00,34.15563583,39.0247814,39,39,39,39,29.24243927,29.24243927,27.68208066,0,0,44.61
1/2/2021 6:00,37.33713531,39.55010696,42.09,42.09,20,42.09,40.04951477,40.04951477,27.67072451,0,0,52.56
1/2/2021 7:00,41.07675552,39.73854201,44.96,44.96,20.53,20.53,29.49479485,29.49479485,36.33807788,0,-154,53.51
1/2/2021 8:00,42.60212326,43.88303303,48.45,48.45,22,22,30.04379654,30.04379654,32.83690905,0,-245,55.36
1/2/2021 9:00,44.45441055,49.35285722,52,52,22,22,30.05847549,30.05847549,36.81318469,0,-406,60.84
1/2/2021 10:00,44.60773087,46.6453637,52,52,22,22,25.6706028,25.6706028,33.61559339,0,-325,53.41
1/2/2021 11:00,44.47778702,50.64237756,52.15,52.15,52.15,52.15,22.88760948,22.88760948,30.48528076,0,0,43.45
1/2/2021 12:00,40.90202332,47.95686493,55.95,55.95,29.61,29.61,26.63041115,26.63041115,32.07737302,0,-82,47.17
1/2/2021 13:00,32.16345596,44.94858859,52,52,52,52,25.61446571,25.61446571,32.82704505,0,0,51.35
1/2/2021 14:00,39.96061707,45.70579716,50.69,50.69,50.69,50.69,29.20884895,29.20884895,30.9520287,0,0,45.44
1/2/2021 15:00,44.3829422,48.45722719,53.45,80.64,53.45,80.64,27.80489159,27.80489159,36.20136563,180,0,58.3
1/2/2021 16:00,45.08399582,52.40920402,59.99,59.99,59.99,59.99,35.50875854,35.50875854,40.32351937,0,0,60.78
1/2/2021 17:00,54.53378296,65.33150189,62,62,62,62,36.89690018,36.89690018,41.17087807,0,0,53.38
1/2/2021 18:00,50.34689331,55.29527169,63.08,63.08,63.08,63.08,35.47014999,35.47014999,43.97221997,0,0,78.12
1/2/2021 19:00,46.99361038,54.23686168,62.17,62.17,62.17,62.17,32.23186874,32.23186874,44.38382539,0,0,61.43
1/2/2021 20:00,44.46678925,51.81567707,60.03,60.03,60.03,60.03,24.32414246,24.32414246,35.34881214,0,0,70.66
1/2/2021 21:00,41.27820969,45.46924325,55.03,55.03,55.03,55.03,18.04015923,18.04015923,31.34328438,0,0,72.42
1/2/2021 22:00,41.21339798,43.29407423,52.25,52.25,52.25,52.25,26.49571991,26.49571991,28.36090075,0,0,31.4
1/2/2021 23:00,34.08581924,35.36736116,48.45,48.45,48.45,48.45,21.53760147,21.53760147,24.2387991,0,0,29.29
1/3/2021 0:00,38.77137756,40.77152227,46.11,46.11,46.11,46.11,36.47270584,36.47270584,39.22913474,0,0,44.38
1/3/2021 1:00,36.35676956,35.93762092,41.59,41.59,41.59,41.59,28.14168739,28.14168739,32.18788813,0,0,40.88
1/3/2021 2:00,34.70898056,34.43304478,37.21,37.21,37.21,37.21,24.85004616,24.85004616,28.68153808,0,0,34.97
1/3/2021 3:00,34.25782394,32.04992372,35.18,35.18,35.18,35.18,21.6154747,21.6154747,23.14707085,0,0,32.8
1/3/2021 4:00,33.91452789,31.19866391,24.65,24.65,24.65,24.65,23.09469223,23.09469223,20.50610442,0,0,17.88
1/3/2021 5:00,36.22245407,31.51303212,23.85,23.85,23.85,23.85,22.42283058,22.42283058,24.86118971,0,0,25.11
1/3/2021 6:00,39.15950775,32.1285695,24.05,24.05,24.05,24.05,27.28414154,27.28414154,23.0058941,0,0,22.57
1/3/2021 7:00,43.78487015,32.83933054,24.8,24.8,23,24.8,21.45266724,21.45266724,30.32387137,0,-152,22.21
1/3/2021 8:00,43.57979965,35.25299564,24.97,24.97,22,24.97,34.38871765,34.38871765,27.95442247,0,-447,22.53
1/3/2021 9:00,45.6529007,34.48334614,25.65,25.65,22,25.65,30.54195023,30.54195023,35.9989147,0,-512,30.22
1/3/2021 10:00,42.10899734,33.94470774,26,26,22,26,31.79439926,31.79439926,34.21472959,0,-1022,26.06
1/3/2021 11:00,40.53533936,32.82845232,26.07,26.07,22,26.07,33.60211563,33.60211563,25.94796023,0,-914,22.92
1/3/2021 12:00,36.54007721,30.42334112,25.87,25.87,20.48,25.87,32.32490158,32.32490158,27.83108237,0,-1006,23.66
1/3/2021 13:00,36.31396103,27.715888,25.83,25.83,20.06,25.83,29.12815285,29.12815285,24.29351754,0,-1563,22.09
1/3/2021 14:00,33.94114685,29.11925863,26.02,26.02,20.06,26.02,27.3138752,27.3138752,25.64161046,0,-1785,30.32
1/3/2021 15:00,35.56353378,28.41990135,26.5,26.5,20.53,26.5,27.02117157,27.02117157,24.37890672,0,-1419,22.19
1/3/2021 16:00,40.24782562,32.03492083,28.05,28.05,23,28.05,27.42451668,27.42451668,31.21913274,0,-517,22.71
1/3/2021 17:00,44.83504105,39.90213563,28.53,28.53,28.53,28.53,21.18255806,21.18255806,33.84817116,0,0,32.77
1/3/2021 18:00,38.49225616,37.84083058,28.17,28.17,28.17,28.17,18.96113586,18.96113586,28.26155587,0,0,21.29
1/3/2021 19:00,40.81267548,35.05104562,27.92,27.92,27.92,27.92,18.28275681,18.28275681,31.12669408,0,0,36.59
1/3/2021 20:00,36.83937454,32.07177217,27.56,27.56,24.5,27.56,17.4416275,17.4416275,26.34485331,0,-442,29.87
1/3/2021 21:00,33.22281265,31.53098501,27.04,27.04,24,27.04,10.56985092,10.56985092,23.29825586,0,-578,27.84
1/3/2021 22:00,31.15034103,28.44647515,26.18,26.18,24,26.18,18.67828178,18.67828178,21.51290928,0,-304,37.35
1/3/2021 23:00,25.19864655,24.7197384,24.92,24.92,24.92,24.92,19.8394928,19.8394928,15.93667662,0,0,24.11
1/4/2021 0:00,23.01067924,24.10865989,24.66,24.66,20,24.66,19.12845802,19.12845802,21.92632462,0,-351,27.22
1/4/2021 1:00,21.40672112,23.20816951,24.05,24.05,20,24.05,17.94376755,17.94376755,16.96492939,0,-405,24.78
1/4/2021 2:00,22.64073181,22.70818208,23.88,23.88,19.1,23.88,14.81147575,14.81147575,18.76536865,0,-608,26.1
1/4/2021 3:00,20.96744347,22.31824277,24.03,24.03,19.1,24.03,15.18472195,15.18472195,18.38407164,0,-599,27.55
1/4/2021 4:00,25.30591011,25.11847402,24.58,24.58,20.06,24.58,13.02877998,13.02877998,15.55581609,0,-338,27.27
1/4/2021 5:00,26.5007,27.88297113,25.84,25.84,23,25.84,19.097929,19.097929,18.61083744,0,-244,23.41
1/4/2021 6:00,28.21338081,34.53087454,28.21,28.21,24,28.21,22.45285416,22.45285416,27.27667339,0,-407,25.64
1/4/2021 7:00,30.86747551,42.47087122,30.85,36,26,36,34.14801788,34.14801788,26.61741784,106,-28,27.01
1/4/2021 8:00,39.42184448,46.1689564,49.2,94.08,49.2,94.08,39.15080643,39.15080643,39.3678722,436,0,51.08
1/4/2021 9:00,35.94342804,43.46142994,50.02,70,50.02,70,30.85683441,30.85683441,33.99771545,416,0,83.29
1/4/2021 10:00,37.00172806,41.0246997,55.4,67.2,55.4,67.2,25.93313408,25.93313408,28.62923512,300,0,41.71
1/4/2021 11:00,39.25820541,40.75146101,56.53,57.3,56.53,57.3,22.41952515,22.41952515,30.91340119,79,0,50.21
1/4/2021 12:00,36.3372879,41.05356764,52.07,52.07,52.07,52.07,24.3294735,24.3294735,32.83506223,0,0,61.88
1/4/2021 13:00,39.35951996,40.95532612,56.53,60,56.53,60,33.44980621,33.44980621,33.73735866,259,0,61.45
1/4/2021 14:00,34.7309227,40.08887808,57.99,60.09,57.99,60.09,33.86864853,33.86864853,35.10814676,409,0,77.05
1/4/2021 15:00,38.1772995,41.63396318,58.03,60.48,58.03,60.48,41.42193222,41.42193222,35.69986181,101,0,67.66
1/4/2021 16:00,40.81981277,41.93820658,60.5,61,60.5,61,47.39042282,47.39042282,40.73837543,73,0,54.43
1/4/2021 17:00,47.0276947,45.63231491,65.22,66,65.22,66,47.73135376,47.73135376,38.18998447,296,0,55.36
1/4/2021 18:00,49.95980835,47.73152118,60.05,66,60.05,66,44.48078918,44.48078918,37.83981062,128,0,69.8
1/4/2021 19:00,44.33808136,43.50220128,53.73,63.17,53.73,63.17,36.90197372,36.90197372,34.69822243,132,0,58.4
1/4/2021 20:00,42.05764008,35.85624924,37.68,50,37.68,50,25.10851669,25.10851669,29.05223917,490,0,30.21
1/4/2021 21:00,41.41310501,33.43433574,34.82,42.98,34.82,42.98,20.9068222,20.9068222,25.80692682,474,0,34.04
1/4/2021 22:00,33.52272415,28.8579482,30.95,35,30.95,35,26.52041817,26.52041817,22.74393811,442,0,28.91
1/4/2021 23:00,30.25021935,27.60209478,27.35,29.88,27.35,29.88,26.69439888,26.69439888,18.78733902,264,0,26.32
1/5/2021 0:00,24.80937767,24.34500941,27.81,27.81,27.81,27.81,24.73253059,24.73253059,27.03153161,0,0,23.85
1/5/2021 1:00,21.25660133,21.8812715,27.45,27.45,27.45,27.45,19.82025909,19.82025909,25.21624612,0,0,33.96
1/5/2021 2:00,20.36914635,20.61388636,27.08,27.08,27.08,27.08,17.52495956,17.52495956,22.41153314,0,0,31.58
1/5/2021 3:00,21.24905968,20.69124949,27.14,28,27.14,27.14,16.79849052,16.79849052,20.92415426,44,0,23.87
1/5/2021 4:00,22.96615601,23.56068675,27.79,28,27.79,27.79,17.19731903,17.19731903,24.02517895,179,0,30.86
1/5/2021 5:00,26.98868561,28.79473235,29.81,31.5,29.81,31.5,25.98060989,25.98060989,27.73238369,202,0,23.37
1/5/2021 6:00,37.75738907,34.40838212,35.78,37,35.78,35.78,25.48580551,25.48580551,30.45578246,201,0,16.29
1/5/2021 7:00,44.73344803,42.55219095,53.64,54.14,53.64,54.14,42.45557022,42.45557022,42.6677643,92,0,58.19
1/5/2021 8:00,53.25017166,46.6434471,60,66.86,60,66.86,37.70916367,37.70916367,41.54562664,669,0,79.28
1/5/2021 9:00,52.01011276,44.69667406,60.12,66.86,60.12,66.86,35.58067703,35.58067703,36.14582614,538,0,52.71
1/5/2021 10:00,49.05321884,43.75247469,61.18,70,61.18,70,37.67273712,37.67273712,38.58670536,572,0,61.34
1/5/2021 11:00,51.91392136,43.76962942,62.46,80.67,62.46,80.67,42.79139328,42.79139328,43.94526283,720,0,44.51
1/5/2021 12:00,47.06448746,42.72547258,61.48,80.67,61.48,80.67,38.12747574,38.12747574,41.25656138,800,0,87.22
1/5/2021 13:00,47.07393265,41.91243973,62.29,87,62.29,87,34.80185699,34.80185699,43.05323625,815,0,56.27
1/5/2021 14:00,50.39316177,43.03610324,61.89,87,61.89,87,35.33814621,35.33814621,41.71195215,545,0,51.04
1/5/2021 15:00,52.23184204,45.79896504,62.51,75.6,62.51,75.6,33.22742462,33.22742462,42.05839411,602,0,45.06
1/5/2021 16:00,53.68073273,46.89930099,64.26,75,64.26,75,31.91574287,31.91574287,42.61627043,603,0,57.23
1/5/2021 17:00,64.61287689,51.63152076,65.6,75,65.6,75,29.97822762,29.97822762,41.43554407,383,0,66.77
1/5/2021 18:00,56.71997833,48.59825257,60.13,87,60.13,87,30.81605339,30.81605339,42.82615824,439,0,32.61
1/5/2021 19:00,44.48913956,43.2309423,54.66,87,54.66,87,30.36862373,30.36862373,37.01322004,362,0,44.04
1/5/2021 20:00,38.46043396,34.76364107,40.78,87,40.78,87,25.39569092,25.39569092,31.14343047,1230,0,33.44
1/5/2021 21:00,34.98482513,31.22189018,39.6,87,39.6,87,19.91915894,19.91915894,27.86043902,1561,0,38.69
1/5/2021 22:00,31.60541916,27.23008412,32.06,64.47,32.06,64.47,22.25028419,22.25028419,23.66423775,1541,0,24.74
1/5/2021 23:00,25.37302589,26.80266969,29.21,39,29.21,39,22.67284584,22.67284584,21.27048757,1297,0,26.36
1/6/2021 0:00,26.92042351,26.41794028,29.83,35,29.83,29.83,30.25119019,30.25119019,27.63844693,998,0,24.37
1/6/2021 1:00,25.5649128,24.98856131,28.72,35,28.72,35,25.38421631,25.38421631,20.19613965,704,0,30.24
1/6/2021 2:00,23.60977554,24.11444913,28.11,35,28.11,28.11,22.98625755,22.98625755,22.06172484,997,0,35.43
1/6/2021 3:00,23.07182312,22.82323818,27.98,34,27.98,27.98,18.83268547,18.83268547,22.49489214,1009,0,23.36
1/6/2021 4:00,24.50720024,24.18768259,28.16,37,28.16,28.16,21.5835495,21.5835495,21.20119701,1119,0,31.54
1/6/2021 5:00,24.97484589,28.34317504,29,37,29,29,20.76686668,20.76686668,26.16413388,1143,0,35.03
1/6/2021 6:00,31.60095978,36.21319732,30.72,40,30.72,30.72,29.78212357,29.78212357,34.04059256,733,0,31.01
1/6/2021 7:00,41.65941238,42.14795428,35.54,40,35.54,40,31.17362022,31.17362022,36.09420312,809,0,34.18
1/6/2021 8:00,49.29934311,46.64360657,39.18,70,39.18,70,38.24832916,38.24832916,42.63797519,800,0,54.96
1/6/2021 9:00,49.76106262,43.78789277,41.88,70,41.88,70,45.33306122,45.33306122,42.9260014,1097,0,31.88
1/6/2021 10:00,45.40806198,42.29640002,46.07,66.07,46.07,66.07,42.43074799,42.43074799,49.4049064,920,0,42.41
1/6/2021 11:00,45.9785347,44.07536844,45.27,73,45.27,73,40.77276611,40.77276611,41.53596679,728,0,58.92
1/6/2021 12:00,42.40401459,40.7795204,46.21,76.68,46.21,76.68,38.79826736,38.79826736,38.99503866,801,0,47.03
1/6/2021 13:00,42.97975922,37.861192,47.35,76.7,47.35,76.7,39.63958359,39.63958359,35.04050077,832,0,52.85
1/6/2021 14:00,41.93431854,38.45718371,51.31,76.89,51.31,76.89,41.40758896,41.40758896,36.82458492,762,0,39.54
1/6/2021 15:00,44.32148361,41.05547447,54.9,76.87,54.9,76.87,40.24784851,40.24784851,35.94286737,716,0,63.42
1/6/2021 16:00,45.42735291,41.07924798,58.4,80,58.4,80,39.27357864,39.27357864,36.11177738,630,0,54.98
1/6/2021 17:00,52.95469284,47.58237852,59.93,121.92,59.93,121.92,31.50107765,31.50107765,41.90362239,1140,0,55.18
1/6/2021 18:00,43.41070938,46.24775972,55.67,106,55.67,106,31.26483345,31.26483345,41.24324034,1059,0,51.75
1/6/2021 19:00,38.4538269,41.51094777,50.25,84,50.25,84,24.94874191,24.94874191,32.40810692,924,0,54.03
1/6/2021 20:00,33.62278366,33.67420762,39.84,84,39.84,84,24.90852165,24.90852165,30.69350789,990,0,34.72
1/6/2021 21:00,31.80562592,30.55209923,39.93,84,39.93,84,22.82006264,22.82006264,27.21930107,858,0,39.08
1/6/2021 22:00,29.65475655,26.69904032,38.7,65,38.7,65,25.14947701,25.14947701,25.32961337,1035,0,43.19
1/6/2021 23:00,22.71067429,23.86809991,32.5,65,32.5,65,22.37324905,22.37324905,20.62906437,1699,0,49.47
1/7/2021 0:00,32.92383575,31.39109057,43.08,85.95,43.08,85.95,32.82439804,32.82439804,31.76664412,1446,0,36.94
1/7/2021 1:00,30.89454269,30.69800084,40.9,59,40.9,59,30.16618919,30.16618919,28.87977055,477,0,30.15
1/7/2021 2:00,28.05382919,29.86666209,39.19,43.1,39.19,43.1,27.59236526,27.59236526,26.13664279,46,0,41.73
1/7/2021 3:00,29.06465149,29.47157896,39.78,39.78,39.78,39.78,26.67144585,26.67144585,25.64518196,0,0,42.77
1/7/2021 4:00,31.06902885,30.95038428,41.28,41.28,36.5,36.5,27.92823219,27.92823219,29.76373653,0,-186,34.45
1/7/2021 5:00,34.68731308,35.46524489,45.54,45.54,41,41,24.39055061,24.39055061,36.4321795,0,-178,48.4
1/7/2021 6:00,39.89296341,40.7989336,55.97,55.97,55.97,55.97,32.34389877,32.34389877,37.42371671,0,0,59.91
1/7/2021 7:00,45.89273071,50.29901867,67.8,67.8,67.8,67.8,35.92488861,35.92488861,41.17498962,0,0,54.04
1/7/2021 8:00,52.35016251,59.18264098,84.43,85,84.43,85,39.665905,39.665905,47.97566052,174,0,87.15
1/7/2021 9:00,56.11693192,59.90616617,83.86,85,83.86,85,41.29978943,41.29978943,50.07966679,317,0,79.37
1/7/2021 10:00,57.23800278,59.16786611,82.44,85,82.44,85,42.5895462,42.5895462,50.21067535,327,0,71.24
1/7/2021 11:00,55.77325439,61.1601765,85.99,86.43,85.99,86.43,44.09243774,44.09243774,48.48295905,246,0,73.19
1/7/2021 12:00,56.32182312,59.07287936,84.71,85,84.71,85,46.06713867,46.06713867,46.85055003,253,0,85.81
1/7/2021 13:00,58.68178558,59.75038017,82.29,85,82.29,85,48.45878601,48.45878601,50.47001933,362,0,90.2
1/7/2021 14:00,60.91943741,64.16183597,78.62,85,78.62,85,50.32926178,50.32926178,53.43054806,349,0,118.08
1/7/2021 15:00,59.41972351,69.4049602,81.57,81.57,81.57,81.57,47.48496628,47.48496628,53.39613491,0,0,67.66
1/7/2021 16:00,68.22595978,74.04959988,89.68,89.68,89.68,89.68,47.89620209,47.89620209,58.7013415,0,0,105.76
1/7/2021 17:00,69.71887207,74.5892985,99.91,99.91,48,48,52.07559967,52.07559967,58.37400703,0,-300,107.68
1/7/2021 18:00,59.08892441,74.2848843,84.62,84.62,48,48,49.60427094,49.60427094,54.0611135,0,-614,103.26
1/7/2021 19:00,57.97118378,66.28088006,77.79,77.79,48,48,40.62810898,40.62810898,46.43058376,0,-656,71.16
1/7/2021 20:00,45.3451767,55.92351865,65.2,65.2,48,48,42.30270767,42.30270767,45.89452366,0,-110,66.5
1/7/2021 21:00,44.82988739,49.3110033,59.33,59.33,47.33,47.33,42.78221893,42.78221893,38.57548686,0,-46,58.36
1/7/2021 22:00,39.61013412,42.64477337,58.26,58.26,58.26,58.26,38.04843521,38.04843521,36.51384038,0,0,65.68
1/7/2021 23:00,35.4994278,49.12251119,52.25,52.25,52.25,52.25,38.37776947,38.37776947,32.44349418,0,0,45.65
1/8/2021 0:00,49.29704666,48.9829682,49.31,49.31,40,40,43.19561386,43.19561386,49.66697088,0,-90,42.91
1/8/2021 1:00,45.61735535,46.04836872,47.38,47.38,36.85,36.85,36.92675018,36.92675018,42.00910896,0,-275,49.54
1/8/2021 2:00,43.28548813,43.37326594,45.78,45.78,35,35,33.29590607,33.29590607,40.06351214,0,-289,51.92
1/8/2021 3:00,39.97694778,42.2369022,44.51,44.51,35,35,34.65704727,34.65704727,41.03293718,0,-280,37.68
1/8/2021 4:00,40.4103241,42.47564504,45.69,45.69,36,36,36.32653427,36.32653427,42.27365695,0,-269,48.45
1/8/2021 5:00,42.12560654,48.05957273,50.33,50.33,45,45,36.91417694,36.91417694,52.32972961,0,-187,43.74
1/8/2021 6:00,47.98883057,53.17433751,59.71,59.71,54,54,46.96427536,46.96427536,50.40157931,0,-35,67.85
1/8/2021 7:00,67.60904694,64.13063652,79.56,79.56,54,54,62.00842285,62.00842285,63.72284512,0,-45,60.18
1/8/2021 8:00,74.04224396,69.53329,103.54,103.54,53.54,53.54,75.77246094,75.77246094,63.81070157,0,-139,115.59
1/8/2021 9:00,72.2357254,67.42834605,107.8,107.8,50,50,71.18756104,71.18756104,53.31021214,0,-541,111.97
1/8/2021 10:00,75.23545837,67.61443854,107.32,107.32,48,48,65.21336365,65.21336365,59.98931512,0,-490,74.58
1/8/2021 11:00,70.61840057,67.41310529,104.26,104.39,52.02,52.02,55.74285126,55.74285126,55.63361977,43,-76,136.6
1/8/2021 12:00,71.24185944,67.89121933,99.91,100.04,99.91,100.04,63.68638611,63.68638611,61.39215204,364,0,77.15
1/8/2021 13:00,68.76332855,67.40774778,95.27,95.37,48,95.37,56.94367218,56.94367218,63.13930056,54,-77,120.96
1/8/2021 14:00,66.86175537,70.6884212,92.72,92.72,48,48,62.28061676,62.28061676,62.65733159,0,-438,106.3
1/8/2021 15:00,72.47161102,76.40604067,95.42,95.42,43.35,43.35,56.81078339,56.81078339,61.18160789,0,-758,86.33
1/8/2021 16:00,79.59242249,80.13325947,95,95,43.35,43.35,65.80476379,65.80476379,61.63493625,0,-854,100.3
1/8/2021 17:00,86.91404724,80.61887644,110,110,44,44,62.54862213,62.54862213,59.94341427,0,-802,113.23
1/8/2021 18:00,83.31308746,79.82643279,99.95,99.95,40.46,40.46,61.47870255,61.47870255,61.12253319,0,-914,138.29
1/8/2021 19:00,69.36872101,65.7786656,80.12,80.12,40.46,40.46,52.82146072,52.82146072,52.09115893,0,-1089,64.32
1/8/2021 20:00,60.07594299,57.71149256,64.24,64.24,40.64,40.64,46.16752243,46.16752243,48.95017077,0,-15,72.35
1/8/2021 21:00,49.31160736,54.06342465,59.43,59.43,44,44,44.67622757,44.67622757,48.97349291,0,-593,51.64
1/8/2021 22:00,50.37530136,48.88772556,56.22,56.22,35,35,39.93857574,39.93857574,42.39360651,0,-978,37.7
1/8/2021 23:00,46.14181519,47.15438713,51.75,51.75,35,35,43.7291069,43.7291069,41.62234412,0,-5,54.48
1/9/2021 0:00,51.2473259,52.72825606,50.67,50.67,50.67,50.67,33.21306229,33.21306229,37.12095846,0,0,49.76
1/9/2021 1:00,43.53153992,52.07878498,48.6,48.6,48.6,48.6,28.08621979,28.08621979,33.40053182,0,0,63.42
1/9/2021 2:00,43.35466385,50.66929519,48.02,48.02,48.02,48.02,32.07382965,32.07382965,32.25356527,0,0,73.89
1/9/2021 3:00,38.73822021,47.62662267,49.25,49.25,49.25,49.25,28.24276543,28.24276543,31.92818504,0,0,42.62
1/9/2021 4:00,41.25480652,46.71813524,49.63,49.63,49.63,49.63,28.23139381,28.23139381,33.31770763,0,0,44.05
1/9/2021 5:00,43.88822174,46.35928177,47.77,47.77,47.77,47.77,38.05804825,38.05804825,35.45335729,0,0,32.96
1/9/2021 6:00,48.15645981,47.20864714,49.57,49.57,45,49.57,31.03242111,31.03242111,38.85808216,0,0,54.45
1/9/2021 7:00,66.11128998,54.17039773,53.82,53.82,53.82,53.82,38.32865143,38.32865143,49.44730872,0,0,68.95
1/9/2021 8:00,72.55623627,67.91802325,59.8,59.8,48,48,56.53937912,56.53937912,52.13295036,0,-1,55.73
1/9/2021 9:00,80.0273056,70.43477173,66.92,66.92,46,46,51.79818726,51.79818726,45.35787541,0,-10,77.49
1/9/2021 10:00,77.07781219,71.64528922,67.71,67.71,46,46,59.41061783,59.41061783,46.38276156,0,-10,62.75
1/9/2021 11:00,78.26068878,72.20312369,68,79,49,79,52.92347717,52.92347717,43.51150299,123,-29,66.66
1/9/2021 12:00,82.99571228,67.03500961,67.01,90,67.01,90,57.42040634,57.42040634,46.48056256,140,0,76.55
1/9/2021 13:00,81.28488922,67.70038807,62.53,79,62.53,79,45.88380051,45.88380051,55.48778673,107,0,60.01
1/9/2021 14:00,67.30581665,70.12778576,60,62.84,60,62.84,48.03088379,48.03088379,55.5170588,73,0,59.9
1/9/2021 15:00,76.07342529,78.56051314,60,72,60,72,48.07691956,48.07691956,56.3405173,94,0,62.01
1/9/2021 16:00,80.27922821,75.35091117,62.78,115,62.78,115,57.0102005,57.0102005,57.36999383,253,0,81.36
1/9/2021 17:00,89.77018738,78.0559754,69.92,134.42,69.92,134.42,49.38227844,49.38227844,59.33439684,564,0,40.5
1/9/2021 18:00,80.33904266,75.20177524,71.99,200,71.99,200,48.61238861,48.61238861,56.68496719,350,0,71.97
1/9/2021 19:00,68.79006195,68.30199842,68.95,200,68.95,200,57.29942322,57.29942322,53.39384109,284,0,70.05
1/9/2021 20:00,53.76219177,56.74792642,62.66,85,62.66,85,47.38502121,47.38502121,46.17115702,107,0,67.45
1/9/2021 21:00,47.66320419,52.33242914,53.85,60,53.85,60,33.2562294,33.2562294,38.88105162,8,0,62.59
1/9/2021 22:00,41.14836502,43.72179932,54.13,54.13,54.13,54.13,41.10963821,41.10963821,35.21622804,0,0,51.05
1/9/2021 23:00,46.71366119,38.40953192,44.93,50,44.93,44.93,35.40597153,35.40597153,27.26124671,0,0,49.2
1/10/2021 0:00,36.36238861,38.47214856,38.84,50,38.84,50,37.08939743,37.08939743,38.90707594,620,0,58.41
1/10/2021 1:00,34.23955536,35.42010748,35.97,40,35.97,35.97,33.76948929,33.76948929,34.83403361,313,0,45.73
1/10/2021 2:00,31.16615868,32.64707516,34.35,40,34.35,34.35,27.95102119,27.95102119,35.92488552,553,0,30.77
